,description,alternatives,year,subject,ground_truth,index_question,text_concat_english,text_concat_portuguese
148,"QUESTÃO 82) TEXTO I Há mais de duas décadas, os cientistas e ambientalistas têm alertado para o fato de a água doce ser um recurso escasso em nosso planeta. Desde o começo de 2014, o Sudeste do Brasil adquiriu uma clara percepção dessa realidade em função da seca.
TEXTO II Dinâmicas atmosféricas no Brasil Elementos relevantes ao transporte de umidade na América do Sul a leste dos Andes pelos Jatos de Baixos Níveis (JBN), Frentes Frias (FF) e transporte de umidade do Atlântico Sul, assim como a presença da Zona de Convergência do Atlântico Sul (ZCAS), para um verão normal e para o verão seco de 2014. “A” representa o centro da anomalia de alta pressão atmosférica.
Solo úmido ZCAS JBN 0° 20° S 40° S 60° W Verão normal FF Fluxo do Oceano Atlântico Solo seco JBN 0° 20° S 40° S 60° W Verão de 2014 FF Fluxo do Oceano Atlântico Amazônia Amazônia De acordo com as informações apresentadas, a seca de 2014, no Sudeste, teve como causa natural o(a)","['A) constituição de frentes quentes barrando as chuvas convectivas.', 'B) formação de anticiclone impedindo a entrada de umidade.', 'C) presença de nebulosidade na região de cordilheira.', 'D) avanço de massas polares para o continente.', 'E) baixa pressão atmosférica no litoral.']",2018,Ciências humanas e suas tecnologias,B,87,"Question 82) Text I For over two decades, scientists and environmentalists have warned that freshwater is a scarce resource on our planet. Since the beginning of 2014, Southeast Brazil has acquired a clear perception of this reality due to drought.
Text II Atmospheric dynamics in Brazil elements relevant to moisture transport in South America to the east of the Andes by low levels (JBN), cold fronts (FF) and moisture transport from the South Atlantic, as well as the presence of the convergence zone South Atlantic (ZCAS), for a normal summer and for the dry summer of 2014. “A” represents the center of the high pressure high pressure anomaly.
Humid Soil ZCAS JBN 0 ° 20 ° S 40 ° S 60 ° W Normal Summer FF Ocean Flow Atlantic Dry Solo JBN 0 ° 20 ° S 60 ° W 60 ° W Summer 2014 FF Flow of the Amazon Atlantic Ocean according to information presented, the drought of 2014, in the Southeast, had as its natural cause the
A) Constitution of hot fronts barring convective rains.
B) anticyclone formation preventing moisture entry.
C) Presence of cloudiness in the region of Cordilleira.
D) advancement of polar masses to the continent.
E) low atmospheric pressure on the coast.","QUESTÃO 82) TEXTO I Há mais de duas décadas, os cientistas e ambientalistas têm alertado para o fato de a água doce ser um recurso escasso em nosso planeta. Desde o começo de 2014, o Sudeste do Brasil adquiriu uma clara percepção dessa realidade em função da seca.
TEXTO II Dinâmicas atmosféricas no Brasil Elementos relevantes ao transporte de umidade na América do Sul a leste dos Andes pelos Jatos de Baixos Níveis (JBN), Frentes Frias (FF) e transporte de umidade do Atlântico Sul, assim como a presença da Zona de Convergência do Atlântico Sul (ZCAS), para um verão normal e para o verão seco de 2014. “A” representa o centro da anomalia de alta pressão atmosférica.
Solo úmido ZCAS JBN 0° 20° S 40° S 60° W Verão normal FF Fluxo do Oceano Atlântico Solo seco JBN 0° 20° S 40° S 60° W Verão de 2014 FF Fluxo do Oceano Atlântico Amazônia Amazônia De acordo com as informações apresentadas, a seca de 2014, no Sudeste, teve como causa natural o(a)
A) constituição de frentes quentes barrando as chuvas convectivas.
B) formação de anticiclone impedindo a entrada de umidade.
C) presença de nebulosidade na região de cordilheira.
D) avanço de massas polares para o continente.
E) baixa pressão atmosférica no litoral."
149,"QUESTÃO 83) Não é verdade que estão ainda cheios de velhice espiritual aqueles que nos dizem: “Que fazia Deus antes de criar o céu e a terra? Se estava ocioso e nada realizava”, dizem eles, “por que não ficou sempre assim no decurso dos séculos, abstendo-se, como antes, de toda ação? Se existiu em Deus um novo movimento, uma vontade nova para dar o ser a criaturas que nunca antes criara, como pode haver verdadeira eternidade, se n’Ele aparece uma vontade que antes não existia?” AGOSTINHO. Confissões. São Paulo: Abril Cultural, 1984.
A questão da eternidade, tal como abordada pelo autor, é um exemplo da reflexão filosófica sobre a(s)","['A) essência da ética cristã.', 'B) natureza universal da tradição.', 'C) certezas inabaláveis da experiência.', 'D) abrangência da compreensão humana.', 'E) interpretações da realidade circundante.']",2018,Ciências humanas e suas tecnologias,D,88,"Question 83) It is not true that they are still full of spiritual old age those who tell us, “What did God do before creating heaven and earth? If I was idle and did nothing, ”they say,“ Why not always stayed in the course of the centuries, absteed, like before, from all action? If there was a new movement in God, a new will to give the creatures that never created before, how can there be true eternity, if it appears a will that did not exist before? ” Augustine. Confessions. São Paulo: April Cultural, 1984.
The question of eternity, as addressed by the author, is an example of philosophical reflection on the
A) essence of Christian ethics.
B) universal nature of tradition.
C) Inabalable certainties of the experience.
D) scope of human understanding.
E) interpretations of surrounding reality.","QUESTÃO 83) Não é verdade que estão ainda cheios de velhice espiritual aqueles que nos dizem: “Que fazia Deus antes de criar o céu e a terra? Se estava ocioso e nada realizava”, dizem eles, “por que não ficou sempre assim no decurso dos séculos, abstendo-se, como antes, de toda ação? Se existiu em Deus um novo movimento, uma vontade nova para dar o ser a criaturas que nunca antes criara, como pode haver verdadeira eternidade, se n’Ele aparece uma vontade que antes não existia?” AGOSTINHO. Confissões. São Paulo: Abril Cultural, 1984.
A questão da eternidade, tal como abordada pelo autor, é um exemplo da reflexão filosófica sobre a(s)
A) essência da ética cristã.
B) natureza universal da tradição.
C) certezas inabaláveis da experiência.
D) abrangência da compreensão humana.
E) interpretações da realidade circundante."
150,"QUESTÃO 85) Então disse: “Este é o local onde construirei. Tudo pode chegar aqui pelo Eufrates, o Tigre e uma rede de canais. Só um lugar como este sustentará o exército e a população geral”. Assim ele traçou e destinou as verbas para a sua construção, e deitou o primeiro tijolo com sua própria mão, dizendo: “Em nome de Deus, e em louvor a Ele. Construí, e que Deus vos abençoe”.
AL-TABARI, M. Uma história dos povos árabes. A decisão do califa Al-Mansur (754-775) de construir Bagdá nesse local orientou-se pela","['A) disponibilidade de rotas e terras férteis como base da dominação política.', 'B) proximidade de áreas populosas como afirmação da superioridade bélica.', 'C) submissão à hierarquia e à lei islâmica como controle do poder real.', 'D) fuga da península arábica como afastamento dos conflitos sucessórios.', 'E) ocupação de região fronteiriça como contenção do avanço mongol.']",2018,Ciências humanas e suas tecnologias,A,90,"Question 85) So said, “This is where I will build. Everything can get here by Euphrates, the tiger and a network of channels. Only a place like this will support the army and the general population. ” Thus he traded and destined the funds for his construction, and laid the first brick with his own hand, saying, “In the name of God, and in praise to Him. I built, and may God bless you. ”
AL-TABARI, M. A history of the Arab peoples. The decision of Caliph Al-Mansur (754-775) to build Baghdad in this place was advised by
A) Availability of fertile routes and lands as the basis of political domination.
B) proximity of populous areas as a statement of war superiority.
C) submission to hierarchy and Islamic law as control of royal power.
D) escape from the Arabic Peninsula as removal from succession conflicts.
E) Occupation of border region as containment of the Mongol advance.","QUESTÃO 85) Então disse: “Este é o local onde construirei. Tudo pode chegar aqui pelo Eufrates, o Tigre e uma rede de canais. Só um lugar como este sustentará o exército e a população geral”. Assim ele traçou e destinou as verbas para a sua construção, e deitou o primeiro tijolo com sua própria mão, dizendo: “Em nome de Deus, e em louvor a Ele. Construí, e que Deus vos abençoe”.
AL-TABARI, M. Uma história dos povos árabes. A decisão do califa Al-Mansur (754-775) de construir Bagdá nesse local orientou-se pela
A) disponibilidade de rotas e terras férteis como base da dominação política.
B) proximidade de áreas populosas como afirmação da superioridade bélica.
C) submissão à hierarquia e à lei islâmica como controle do poder real.
D) fuga da península arábica como afastamento dos conflitos sucessórios.
E) ocupação de região fronteiriça como contenção do avanço mongol."
151,"QUESTÃO 86) A agricultura ecológica e a produção orgânica de alimentos estão ganhando relevância em diferentes partes do mundo. No campo brasileiro, também acontece o mesmo. Impulsionado especialmente pela expansão da demanda de alimentos saudáveis, o setor cresce a cada ano, embora permaneça relativamente marginalizado na agenda de prioridades da política agrícola praticada no país.
AQUINO, J. R.; GAZOLLA, M.; SCHNEIDER, S. In: SAMBUICHI, R. H. R. et al. (Org.). A política nacional de agroecologia e produção orgânica no Brasil: uma trajetória de Que tipo de intervenção do poder público no espaço rural é capaz de reduzir a marginalização produtiva apresentada no texto?","['A) Subsidiar os cultivos de base familiar.', 'B) Favorecer as práticas de fertilização química.', 'C) Restringir o emprego de maquinário moderno.', 'D) Controlar a expansão de sistemas de irrigação.', 'E) Regulamentar o uso de sementes selecionadas.']",2018,Ciências humanas e suas tecnologias,A,91,"Question 86) Ecological agriculture and organic food production are gaining relevance in different parts of the world. In the Brazilian field, the same happens. Driven especially for the expansion of demand for healthy foods, the sector grows each year, although it remains relatively marginalized on the priority agenda of agricultural policy practiced in the country.
AQUINO, J. R.; GAZOLLA, M.; SCHNEIDER, S. In: Sambuichi, R. H. R. et al. (Org.). The National Policy of Agroecology and Organic Production in Brazil: a trajectory of what kind of public intervention in rural power is able to reduce the productive marginalization presented in the text?
A) subsidize family -based crops.
B) Favor chemical fertilization practices.
C) Restrict the use of modern machinery.
D) control the expansion of irrigation systems.
E) Regulate the use of selected seeds.","QUESTÃO 86) A agricultura ecológica e a produção orgânica de alimentos estão ganhando relevância em diferentes partes do mundo. No campo brasileiro, também acontece o mesmo. Impulsionado especialmente pela expansão da demanda de alimentos saudáveis, o setor cresce a cada ano, embora permaneça relativamente marginalizado na agenda de prioridades da política agrícola praticada no país.
AQUINO, J. R.; GAZOLLA, M.; SCHNEIDER, S. In: SAMBUICHI, R. H. R. et al. (Org.). A política nacional de agroecologia e produção orgânica no Brasil: uma trajetória de Que tipo de intervenção do poder público no espaço rural é capaz de reduzir a marginalização produtiva apresentada no texto?
A) Subsidiar os cultivos de base familiar.
B) Favorecer as práticas de fertilização química.
C) Restringir o emprego de maquinário moderno.
D) Controlar a expansão de sistemas de irrigação.
E) Regulamentar o uso de sementes selecionadas."
152,"QUESTÃO 89) No início da década de 1990, dois biólogos importantes, Redford e Robinson, produziram um modelo largamente aceito de “produção sustentável” que previa quantos indivíduos de cada espécie poderiam ser caçados de forma sustentável baseado nas suas taxas de reprodução. Os seringueiros do Alto Juruá tinham um modelo diferente: a quem lhes afirmava que estavam caçando acima do sustentável (dentro do modelo), eles diziam que não, que o nível da caça dependia da existência de áreas de refúgio em que ninguém caçava. Ora, esse acabou sendo o modelo batizado de “fonte-ralo” proposto dez anos após o primeiro por Novaro, Bodmer e o próprio Redford e que suplantou o modelo anterior.
CUNHA, M. C. Revista USP, n. 75, set.-nov. 2007.
No contexto da produção científica, a necessidade de reconstrução desse modelo, conforme exposto no texto, foi determinada pelo confronto com um(a)","['A) conclusão operacional obtida por lógica dedutiva.', 'B) visão de mundo marcada por preconceitos morais.', 'C) hábito social condicionado pela religiosidade popular.', 'D) conhecimento empírico apropriado pelo senso comum.', 'E) padrão de preservação construído por experimentação dirigida.']",2018,Ciências humanas e suas tecnologias,D,94,"Question 89) In the early 1990s, two important biologists, Redford and Robinson, produced a widely accepted model of “sustainable production” that predicted how many individuals in each species could be sustainable hunted based on their reproduction rates. The rubber tings of Alto Juruá had a different model: whom they told them that they were hunting above the sustainable (within the model), they said no, that the level of hunting depended on the existence of areas of refuge in which no one hunted. Now, this turned out to be the model baptized as a “source-ral” proposed ten years after the first by Novaro, Bodmer and the Redford itself and that supplanted the previous model.
CUNHA, M. C. USP Magazine, n. 75, Sep.-Nov. 2007.
In the context of scientific production, the need for reconstruction of this model, as stated in the text, was determined by the confrontation with a (a)
A) Operational conclusion obtained by deductive logic.
B) worldview marked by moral prejudices.
C) social habit conditioned by popular religiosity.
D) empirical knowledge appropriate by common sense.
E) preservation pattern built by directed experimentation.","QUESTÃO 89) No início da década de 1990, dois biólogos importantes, Redford e Robinson, produziram um modelo largamente aceito de “produção sustentável” que previa quantos indivíduos de cada espécie poderiam ser caçados de forma sustentável baseado nas suas taxas de reprodução. Os seringueiros do Alto Juruá tinham um modelo diferente: a quem lhes afirmava que estavam caçando acima do sustentável (dentro do modelo), eles diziam que não, que o nível da caça dependia da existência de áreas de refúgio em que ninguém caçava. Ora, esse acabou sendo o modelo batizado de “fonte-ralo” proposto dez anos após o primeiro por Novaro, Bodmer e o próprio Redford e que suplantou o modelo anterior.
CUNHA, M. C. Revista USP, n. 75, set.-nov. 2007.
No contexto da produção científica, a necessidade de reconstrução desse modelo, conforme exposto no texto, foi determinada pelo confronto com um(a)
A) conclusão operacional obtida por lógica dedutiva.
B) visão de mundo marcada por preconceitos morais.
C) hábito social condicionado pela religiosidade popular.
D) conhecimento empírico apropriado pelo senso comum.
E) padrão de preservação construído por experimentação dirigida."
153,"QUESTÃO 90) Um dos teóricos da democracia moderna, Hans Kelsen, considera elemento essencial da democracia real (não da democracia ideal, que não existe em lugar algum) o método da seleção dos líderes, ou seja, a eleição. Exemplar, neste sentido, é a afirmação de um juiz da Corte Suprema dos Estados Unidos, por ocasião de uma eleição de 1902: “A cabine eleitoral é o templo das instituições americanas, onde cada um de nós é um sacerdote, ao qual é confiada a guarda da arca da aliança e cada um oficia do seu próprio altar”.
As metáforas utilizadas no texto referem-se a uma concepção de democracia fundamentada no(a)","['A) justificação teísta do direito.', 'B) rigidez da hierarquia de classe.', 'C) ênfase formalista na administração.', 'D) protagonismo do Executivo no poder.', 'E) centralidade do indivíduo na sociedade.']",2018,Ciências humanas e suas tecnologias,E,95,"Question 90) One of the theorists of modern democracy, Hans Kelsen, considers an essential element of real democracy (not of ideal democracy, which exists nowhere) the method of the selection of leaders, ie the election. Exemplary, in this sense, is the affirmation of a Supreme Court judge of the United States, on the occasion of an election of 1902: “The electoral cabin is the temple of American institutions, where each of us is a priest, to which he is entrusted the guard of the ark of the covenant and each officer of his own altar. ”
The metaphors used in the text refer to a conception of democracy based on
A) Theistic justification of law.
B) rigidity of the class hierarchy.
C) Formalist emphasis on administration.
D) protagonism of the executive in power.
E) centrality of the individual in society.","QUESTÃO 90) Um dos teóricos da democracia moderna, Hans Kelsen, considera elemento essencial da democracia real (não da democracia ideal, que não existe em lugar algum) o método da seleção dos líderes, ou seja, a eleição. Exemplar, neste sentido, é a afirmação de um juiz da Corte Suprema dos Estados Unidos, por ocasião de uma eleição de 1902: “A cabine eleitoral é o templo das instituições americanas, onde cada um de nós é um sacerdote, ao qual é confiada a guarda da arca da aliança e cada um oficia do seu próprio altar”.
As metáforas utilizadas no texto referem-se a uma concepção de democracia fundamentada no(a)
A) justificação teísta do direito.
B) rigidez da hierarquia de classe.
C) ênfase formalista na administração.
D) protagonismo do Executivo no poder.
E) centralidade do indivíduo na sociedade."
154,"QUESTÃO 02) Trata-se de um gigantesco movimento de construção de cidades, necessário para o assentamento residencial dessa população, bem como de suas necessidades de trabalho, abastecimento, transportes, saúde, energia, água etc. Ainda que o rumo tomado pelo crescimento urbano não tenha respondido satisfatoriamente a todas essas necessidades, o território foi ocupado e foram construídas as condições para viver nesse espaço.
MARICATO, E. Brasil, cidades: alternativas para a crise urbana. Petrópolis: Vozes, 2001.
A dinâmica de transformação das cidades tende a apresentar como consequência a expansão das áreas periféricas pelo(a)","['A) crescimento da população urbana e aumento da especulação imobiliária.', 'B) direcionamento maior do fl uxo de pessoas, devido à existência de um grande número de serviços.', 'C) delimitação de áreas para uma ocupação organizada do espaço físico, melhorando a qualidade de vida.', 'D) implantação de políticas públicas que promovem a moradia e o direito à cidade aos seus moradores.', 'E) reurbanização de moradias nas áreas centrais, mantendo o trabalhador próximo ao seu emprego, diminuindo os deslocamentos para a periferia.']",2013,Ciências humanas e suas tecnologias,A,2,"Question 02) This is a gigantic movement of cities construction, necessary for the residential settlement of this population, as well as their work needs, supply, transport, health, energy, water etc. Although the course taken by urban growth did not respond satisfactorily to all these needs, the territory was occupied and the conditions to live in this space were built.
MARICATO, E. Brazil, Cities: Alternatives for the Urban Crisis. Petrópolis: Voices, 2001.
The dynamics of transformation of cities tend to present as a consequence the expansion of peripheral areas by
A) growth of the urban population and increased real estate speculation.
B) greater direction of the flury of people, due to the existence of a large number of services.
C) delimitation of areas for an organized occupation of the physical space, improving the quality of life.
D) implementation of public policies that promote housing and the right to the city to its residents.
E) reurbanization of housing in the central areas, keeping the worker close to their employment, reducing travel to the periphery.","QUESTÃO 02) Trata-se de um gigantesco movimento de construção de cidades, necessário para o assentamento residencial dessa população, bem como de suas necessidades de trabalho, abastecimento, transportes, saúde, energia, água etc. Ainda que o rumo tomado pelo crescimento urbano não tenha respondido satisfatoriamente a todas essas necessidades, o território foi ocupado e foram construídas as condições para viver nesse espaço.
MARICATO, E. Brasil, cidades: alternativas para a crise urbana. Petrópolis: Vozes, 2001.
A dinâmica de transformação das cidades tende a apresentar como consequência a expansão das áreas periféricas pelo(a)
A) crescimento da população urbana e aumento da especulação imobiliária.
B) direcionamento maior do fl uxo de pessoas, devido à existência de um grande número de serviços.
C) delimitação de áreas para uma ocupação organizada do espaço físico, melhorando a qualidade de vida.
D) implantação de políticas públicas que promovem a moradia e o direito à cidade aos seus moradores.
E) reurbanização de moradias nas áreas centrais, mantendo o trabalhador próximo ao seu emprego, diminuindo os deslocamentos para a periferia."
155,"QUESTÃO 04) TEXTO I Há já algum tempo eu me apercebi de que, desde meus primeiros anos, recebera muitas falsas opiniões como verdadeiras, e de que aquilo que depois eu fundei em princípios tão mal assegurados não podia ser senão mui duvidoso e incerto. Era necessário tentar seriamente, uma vez em minha vida, desfazer-me de todas as opiniões a que até então dera crédito, e começar tudo novamente a fim de estabelecer um saber firme e inabalável.
DESCARTES, R. Meditações concernentes à Primeira Filosofia. TEXTO II É o caráter radical do que se procura que exige a radicalização do próprio processo de busca. Se todo o espaço for ocupado pela dúvida, qualquer certeza que aparecer a partir daí terá sido de alguma forma gerada pela própria dúvida, e não será seguramente nenhuma daquelas que foram anteriormente varridas por essa mesma dúvida.
A exposição e a análise do projeto cartesiano indicam que, para viabilizar a reconstrução radical do conhecimento, deve-se","['A) retomar o método da tradição para edificar a ciência com legitimidade.', 'B) questionar de forma ampla e profunda as antigas ideias e concepções.', 'C) investigar os conteúdos da consciência dos homens menos esclarecidos.', 'D) buscar uma via para eliminar da memória saberes antigos e ultrapassados.', 'E) encontrar ideias e pensamentos evidentes que dispensam ser questionados.']",2013,Ciências humanas e suas tecnologias,B,4,"Question 04) Text I For some time ago I realized that, since my early years, I had received many false opinions as true, and that what I later founded in such poorly assured principles could be only very doubtful and uncertain. It was necessary to seriously try, once in my life, to undo all the opinions that I had until then given, and start all again in order to establish firm and unshakable knowledge.
Descartes, R. Meditations concerning the first philosophy. Text II is the radical character of what is sought that requires the radicalization of the search process itself. If all the space is occupied by the doubt, any certainty that appears from there will have been somehow generated by the doubt itself, and it will surely none of those that were previously swept by that same doubt.
The exposure and analysis of the Cartesian project indicate that, in order to enable the radical reconstruction of knowledge, it is due
A) Resume the method of tradition to build science with legitimacy.
B) widely and deeply question ancient ideas and conceptions.
C) Investigate the contents of consciousness of less enlightened men.
D) seek a path to eliminate from memory old and outdated knowledge.
E) Find obvious ideas and thoughts that do not mean being questioned.","QUESTÃO 04) TEXTO I Há já algum tempo eu me apercebi de que, desde meus primeiros anos, recebera muitas falsas opiniões como verdadeiras, e de que aquilo que depois eu fundei em princípios tão mal assegurados não podia ser senão mui duvidoso e incerto. Era necessário tentar seriamente, uma vez em minha vida, desfazer-me de todas as opiniões a que até então dera crédito, e começar tudo novamente a fim de estabelecer um saber firme e inabalável.
DESCARTES, R. Meditações concernentes à Primeira Filosofia. TEXTO II É o caráter radical do que se procura que exige a radicalização do próprio processo de busca. Se todo o espaço for ocupado pela dúvida, qualquer certeza que aparecer a partir daí terá sido de alguma forma gerada pela própria dúvida, e não será seguramente nenhuma daquelas que foram anteriormente varridas por essa mesma dúvida.
A exposição e a análise do projeto cartesiano indicam que, para viabilizar a reconstrução radical do conhecimento, deve-se
A) retomar o método da tradição para edificar a ciência com legitimidade.
B) questionar de forma ampla e profunda as antigas ideias e concepções.
C) investigar os conteúdos da consciência dos homens menos esclarecidos.
D) buscar uma via para eliminar da memória saberes antigos e ultrapassados.
E) encontrar ideias e pensamentos evidentes que dispensam ser questionados."
156,"QUESTÃO 06) O canto triste dos conquistados: os últimos dias de Tenochtitlán Nos caminhos jazem dardos quebrados; os cabelos estão espalhados.
Destelhadas estão as casas, Vermelhas estão as águas, os rios, como se alguém as tivesse tingido, Nos escudos esteve nosso resguardo, mas os escudos não detêm a desolação...
PINSKY, J. et al. História da América através de textos. São Paulo: Contexto, 2007 (fragmento). O texto é um registro asteca, cujo sentido está relacionado ao(à)","['A) tragédia causada pela destruição da cultura desse povo.', 'B) tentativa frustrada de resistência a um poder considerado superior.', 'C) extermínio das populações indígenas pelo Exército espanhol.', 'D) dissolução da memória sobre os feitos de seus antepassados.', 'E) profetização das consequências da colonização da América.']",2013,Ciências humanas e suas tecnologias,B,6,"QUESTION 06) The sad singing of the conquered: The last days of Tenochtitlán in the ways lies broken darts; The hair is spread.
Untilled are the houses, red are the waters, the rivers, as if someone had dyed them, in the shields were our safeguard, but the shields do not stop desolation ...
PINSKY, J. et al. History of America through texts. São Paulo: Context, 2007 (Fragment). The text is an Aztec record, whose meaning is related to the
A) Tragedy caused by the destruction of the culture of this people.
B) failed attempt of resistance to a power considered superior.
C) extermination of indigenous populations by the Spanish army.
D) dissolution of memory over the deeds of their ancestors.
E) prophesy of the consequences of the colonization of America.","QUESTÃO 06) O canto triste dos conquistados: os últimos dias de Tenochtitlán Nos caminhos jazem dardos quebrados; os cabelos estão espalhados.
Destelhadas estão as casas, Vermelhas estão as águas, os rios, como se alguém as tivesse tingido, Nos escudos esteve nosso resguardo, mas os escudos não detêm a desolação...
PINSKY, J. et al. História da América através de textos. São Paulo: Contexto, 2007 (fragmento). O texto é um registro asteca, cujo sentido está relacionado ao(à)
A) tragédia causada pela destruição da cultura desse povo.
B) tentativa frustrada de resistência a um poder considerado superior.
C) extermínio das populações indígenas pelo Exército espanhol.
D) dissolução da memória sobre os feitos de seus antepassados.
E) profetização das consequências da colonização da América."
157,"QUESTÃO 08) As Brigadas Internacionais foram unidades de combatentes formadas por voluntários de 53 nacionalidades dispostos a lutar em defesa da República espanhola. Estima-se que cerca de 60 mil cidadãos de várias partes do mundo – incluindo 40 brasileiros – tenham se incorporado a essas unidades. Apesar de coordenadas pelos comunistas, as Brigadas contaram com membros socialistas, liberais e de outras correntes político-ideológicas.
SOUZA, I. I. A Guerra Civil Europeia. História Viva, n. 70, 2009 (fragmento).
A Guerra Civil Espanhola expressou as disputas em curso na Europa na década de 1930. A perspectiva política comum que promoveu a mobilização descrita foi o(a)","['A) crítica ao stalinismo.', 'B) combate ao fascismo.', 'C) rejeição ao federalismo.', 'D) apoio ao corporativismo.', 'E) adesão ao anarquismo.']",2013,Ciências humanas e suas tecnologias,B,8,"QUESTION 08) International brigades were units of combatants formed by volunteers of 53 nationalities willing to fight in defense of the Spanish Republic. It is estimated that about 60,000 citizens from around the world-including 40 Brazilians-have incorporated into these units. Although coordinated by the communists, the brigades had socialist, liberal and other political-ideological currents.
SOUZA, I. I. The European Civil War. Living History, n. 70, 2009 (fragment).
The Spanish Civil War expressed the ongoing disputes in Europe in the 1930s. The common political perspective that promoted the mobilization described was the (A)
A) Criticism of Stalinism.
B) Fighting fascism.
C) rejection of federalism.
D) support for corporatism.
E) adherence to anarchism.","QUESTÃO 08) As Brigadas Internacionais foram unidades de combatentes formadas por voluntários de 53 nacionalidades dispostos a lutar em defesa da República espanhola. Estima-se que cerca de 60 mil cidadãos de várias partes do mundo – incluindo 40 brasileiros – tenham se incorporado a essas unidades. Apesar de coordenadas pelos comunistas, as Brigadas contaram com membros socialistas, liberais e de outras correntes político-ideológicas.
SOUZA, I. I. A Guerra Civil Europeia. História Viva, n. 70, 2009 (fragmento).
A Guerra Civil Espanhola expressou as disputas em curso na Europa na década de 1930. A perspectiva política comum que promoveu a mobilização descrita foi o(a)
A) crítica ao stalinismo.
B) combate ao fascismo.
C) rejeição ao federalismo.
D) apoio ao corporativismo.
E) adesão ao anarquismo."
158,"QUESTÃO 09) De todas as transformações impostas pelo meio técnico-científico-informacional à logística de transportes, interessa-nos mais de perto a intermodalidade. E por uma razão muito simples: o potencial que tal “ferramenta logística” ostenta permite que haja, de fato, um sistema de transportes condizente com a escala geográfica do Brasil.
HUERTAS, D. M. O papel dos transportes na expansão recente da fronteira agrícola brasileira. A necessidade de modais de transporte interligados, no território brasileiro, justifica-se pela(s)","['A) variações climáticas no território, associadas à interiorização da produção.', 'B) grandes distâncias e a busca da redução dos custos de transporte.', 'C) formação geológica do país, que impede o uso de um único modal.', 'D) proximidade entre a área de produção agrícola intensiva e os portos.', 'E) diminuição dos fluxos materiais em detrimento de fluxos imateriais.']",2013,Ciências humanas e suas tecnologias,B,9,"Question 09) From all the transformations imposed by the technical-scientific-informational environment on transport logistics, we are more closely interested in intermodality. And for a very simple reason: the potential that such a “logistics tool” boasts allows for, in fact, a transport system consistent with the geographical scale of Brazil.
HUEVERAS, D. M. The role of transport in the recent expansion of the Brazilian agricultural border. The need for interconnected transport modes, in the Brazilian territory, is justified by the
A) Climate variations in the territory, associated with the internalization of production.
B) great distances and the search for reducing transportation costs.
C) geological formation of the country, which prevents the use of a single modal.
D) proximity between the intensive agricultural production area and the ports.
E) decreased material flows over immaterial flows.","QUESTÃO 09) De todas as transformações impostas pelo meio técnico-científico-informacional à logística de transportes, interessa-nos mais de perto a intermodalidade. E por uma razão muito simples: o potencial que tal “ferramenta logística” ostenta permite que haja, de fato, um sistema de transportes condizente com a escala geográfica do Brasil.
HUERTAS, D. M. O papel dos transportes na expansão recente da fronteira agrícola brasileira. A necessidade de modais de transporte interligados, no território brasileiro, justifica-se pela(s)
A) variações climáticas no território, associadas à interiorização da produção.
B) grandes distâncias e a busca da redução dos custos de transporte.
C) formação geológica do país, que impede o uso de um único modal.
D) proximidade entre a área de produção agrícola intensiva e os portos.
E) diminuição dos fluxos materiais em detrimento de fluxos imateriais."
