text_concat_portuguese,text_concat_english
"QUESTÃO 89) Quando os espanhóis chegaram à América, estava em seu apogeu o império teocrático dos Incas, que estendia seu poder sobre o que hoje chamamos Peru, Bolívia e Equador, abarcava parte da Colômbia e do Chile e alcançava até o norte argentino e a selva brasileira; a confederação dos Astecas tinha conquistado um alto nível de eficiência no vale do México, e no Yucatán, na América Central, a esplêndida civilização dos Maias persistia nos povos herdeiros, organizados para o trabalho e para a guerra. Os Maias tinham sido grandes astrônomos, mediram o tempo e o espaço com assombrosa precisão, e tinham descoberto o valor do número zero antes de qualquer povo da história. No museu de Lima, podem ser vistos centenas de crânios que receberam placas de ouro e prata por parte dos cirurgiões Incas.
GALEANO, E. As veias abertas da América Latina. Porto Alegre: L&PM, 2012.
As sociedades mencionadas deixaram como legado uma diversidade de
A) bens religiosos inspirados na matriz cristã.
B) materiais bélicos pilhados em batalhas coloniais.
C) heranças culturais constituídas em saberes próprios.
D) costumes laborais moldados em estilos estrangeiros.
E) práticas medicinais alicerçadas no conhecimento científico.","Question 89) When the Spaniards arrived in America, it was in its heyday the theocratic empire of the Incas, which extended their power over what we today call Peru, Bolivia and Ecuador today, encompassed part of Colombia and Chile and reached the north Argentine and the Brazilian jungle; The Confederation of Aztecs had gained a high level of efficiency in the Mexico Valley, and in Yucatan, in Central America, the splendid civilization of the Mayans persisted in heirs, organized for work and war. The Mayans had been great astronomers, measured time and space with haunment, and had discovered the value of the zero number before any people in history. At the Lima Museum, hundreds of skulls that received gold and silver plates from Incas surgeons can be seen.
GALAANO, E. The open veins of Latin America. Porto Alegre: L&PM, 2012.
The mentioned societies left a diversity of
A) religious goods inspired by the Christian matrix.
B) war materials harvested in colonial battles.
C) cultural inheritances made up of their own knowledge.
D) Labor customs shaped in foreign styles.
E) Medicinal practices based on scientific knowledge."
"QUESTÃO 12) Papos — Me disseram...
— Disseram-me.
— Hein? — O correto é “disseram-me”. Não “me disseram”.
— Eu falo como quero. E te digo mais... Ou é “digo-te”? — O quê? — Digo-te que você...
— O “te” e o “você” não combinam.
— Lhe digo? — Também não. O que você ia me dizer? — Que você está sendo grosseiro, pedante e chato. [...] — Dispenso as suas correções. Vê se esquece-me. Falo como bem entender. Mais uma correção e eu...
— O quê? — O mato.
— Que mato? — Mato-o. Mato-lhe. Mato você. Matar-lhe-ei-te. Ouviu bem? Pois esqueça-o e para-te. Pronome no lugar certo é elitismo! — Se você prefere falar errado...
 — Falo como todo mundo fala. O importante é me entenderem. Ou entenderem-me? VERISSIMO, L. F. Comédias para se ler na escola.
Nesse texto, o uso da norma-padrão defendido por um dos personagens torna-se inadequado em razão do(a)
A) falta de compreensão causada pelo choque entre gerações.
B) contexto de comunicação em que a conversa se dá.
C) grau de polidez distinto entre os interlocutores.
D) diferença de escolaridade entre os falantes.
E) nível social dos participantes da situação.","Question 12) Pops - I was told ...
-They told me.
- Huh? -The correct one is ""told me."" They didn't ""told me.""
- I speak as I want. And I tell you more ... or is it ""tell you""? - What? -I say you ...
- The ""te"" and ""you"" do not match.
- I tell you? - Neither. What were you going to tell me? - That you are being rude, pedantic and boring. [...] - I dispense with your corrections. See if you forget me. I speak as I well understand. One more correction and I ...
- What? - The bush.
- What a bush? -I kill him. I kill him. I kill you. I will kill you. Did you hear well? For forget it and stop. Pronoun in the right place is elitism! - If you prefer to speak wrong ...
 - I speak how everyone talks. The important thing is to understand me. Or do you understand me? VERISSIMO, L. F. Comedies to read at school.
In this text, the use of the standard norm defended by one of the characters becomes inappropriate due to the
A) Lack of understanding caused by the shock between generations.
B) Communication context in which the conversation takes place.
C) distinct degree of politeness among the interlocutors.
D) difference in education between speakers.
E) social level of participants in the situation."
"QUESTÃO 33) Notas Soluços, lágrimas, casa armada, veludo preto nos portais, um homem que veio vestir o cadáver, outro que tomou a medida do caixão, caixão, essa, tocheiros, convites, convidados que entravam, lentamente, a passo surdo, e apertavam a mão à família, alguns tristes, todos sérios e calados, padre e sacristão, rezas, aspersões d’água benta, o fechar do caixão, a prego e martelo, seis pessoas que o tomam da essa, e o levantam, e o descem a custo pela escada, não obstante os gritos, soluços e novas lágrimas da família, e vão até o coche fúnebre, e o colocam em cima e traspassam e apertam as correias, o rodar do coche, o rodar dos carros, um a um... Isto que parece um simples inventário eram notas que eu havia tomado para um capítulo triste e vulgar que não escrevo.
Acesso em: 25 jul. 2022.
O recurso linguístico que permite a Machado de Assis considerar um capítulo de Memórias póstumas de Brás Cubas como inventário é a
A) enumeração de objetos e fatos.
B) predominância de linguagem objetiva.
C) ocorrência de período longo no trecho.
D) combinação de verbos no presente e no pretérito.
E) presença de léxico do campo semântico de funerais.","QUESTION 33) NOTES, tears, armed house, black velvet in the portals, a man who came to wear the corpse, another who took the measure of the coffin, coffin, this, tocheiros, invitations, guests who slowly entered the deaf, a deaf, step, And they squeezed their hands to the family, some sad, all serious and silent, priest and sexton, prayers, bastard water grooms, the closing of the coffin, the nail and hammer, six people who take it from this, and get it up, and The descend at cost on the stairs, despite the shouts, sobs and new tears of the family, and go to the funeral coach, and put it on top and pierce and tighten the straps, the coche, the car run, one a A ... This that looks like a simple inventory were notes that I had taken to a sad and vulgar chapter that I do not write.
Accessed on: 25 Jul. 2022.
The linguistic resource that allows Ax de Assis to consider a chapter of posthumous memories of Brás Cubas as an inventory is the
A) Enumeration of objects and facts.
B) predominance of objective language.
C) Occurrence of long period in the stretch.
D) Combination of verbs in the present and past.
E) presence of lexicon of the semantic field of funerals."
"Questão 55) Entre os combatentes estava a mais famosa heroína da Independência. Nascida em Feira de Santana, filha de lavradores pobres, Maria Quitéria de Jesus tinha trinta anos quando a Bahia começou a pegar em armas contra os portugueses. Apesar da proibição de mulheres nos batalhões de voluntários, decidiu se alistar às escondidas. Cortou os cabelos, amarrou os seios, vestiu-se de homem e incorporou-se às fileiras brasileiras com o nome de Soldado Medeiros.
GOMES, L. 1822. Rio de Janeiro: Nova Fronteira, 2010.
No processo de Independência do Brasil, o caso mencionado é emblemático porque evidencia a
A) rigidez hierárquica da estrutura social.
B) inserção feminina nos ofícios militares.
C) adesão pública dos imigrantes portugueses.
D) flexibilidade administrativa do governo imperial.
E) receptividade metropolitana aos ideais emancipatórios.","Question 55) Among the combatants was the most famous heroine of independence. Born in Feira de Santana, daughter of poor farmers, Maria Quiteria de Jesus was thirty years old when Bahia began to get weapons against the Portuguese. Despite the ban on women in volunteer battalions, it has decided to enlist to the hidden. He cut his hair, tied his breasts, dressed as a man, and incorporated into the Brazilian rows under the name of Soldier Medeiros.
GOMES, L. 1822. Rio de Janeiro: Nova Fronteira, 2010.
In the process of independence of Brazil, the mentioned case is emblematic because it highlights the
A) hierarchical rigidity of the social structure.
B) female insertion in military crafts.
C) Public adhesion of Portuguese immigrants.
D) administrative flexibility of the imperial government.
E) metropolitan receptivity to emancipatory ideals."
"QUESTÃO 108) Exmº Sr. Governador: Trago a V. Exa. um resumo dos trabalhos realizados pela Prefeitura de Palmeira dos Índios em 1928.
[…] ADMINISTRAÇÃO Relativamente à quantia orçada, os telegramas custaram pouco. De ordinário vai para eles dinheiro considerável. Não há vereda aberta pelos matutos que prefeitura do interior não ponha no arame, proclamando que a coisa foi feita por ela; comunicam-se as datas históricas ao Governo do Estado, que não precisa disso; todos os acontecimentos políticos são badalados. Porque se derrubou a Bastilha – um telegrama; porque se deitou pedra na rua – um telegrama; porque o deputado F. esticou a canela – um telegrama.
Palmeira dos Índios, 10 de janeiro de 1929.
GRACILIANO RAMOS RAMOS, G. Viventes das Alagoas. São Paulo: Martins Fontes, 1962.
O relatório traz a assinatura de Graciliano Ramos, na época, prefeito de Palmeira dos Índios, e é destinado ao governo do estado de Alagoas. De natureza oficial, o texto chama a atenção por contrariar a norma prevista para esse gênero, pois o autor
A) emprega sinais de pontuação em excesso.
B) recorre a termos e expressões em desuso no português.
C) apresenta-se na primeira pessoa do singular, para conotar intimidade com o destinatário.
D) privilegia o uso de termos técnicos, para demonstrar conhecimento especializado.
E) expressa-se em linguagem mais subjetiva, com forte carga emocional.","Question 108) Exmº Mr. Governor: I bring you. A summary of the work carried out by the Palmeira dos Índios City Hall in 1928.
[…] Administration regarding the budgeted amount, the telegrams cost little. Ordinary goes to them considerable money. There is no vereda open by the matutos that interior city hall does not put in the wire, proclaiming that the thing was done by her; The historical dates are communicated to the State Government, which does not need it; All political events are trendy. Because the Bastille was knocked down - a telegram; because the street was lay down on the street - a telegram; because deputy F. stretched the cinnamon - a telegram.
Palmeira dos Índios, January 10, 1929.
GRACILIANO RAMOS RAMOS, G. Living from Alagoas. São Paulo: Martins Fontes, 1962.
The report brings the signature of Graciliano Ramos, at the time, mayor of Palmeira dos Índios, and is destined to the State Government of Alagoas. Official nature, the text draws attention by contrary to the norm provided for this genre, because the author
A) It employs excessive punctuation signs.
B) uses terms and expressions in disuse in Portuguese.
C) is presented in the first person singular, to connotate intimacy with the recipient.
D) privileges the use of technical terms, to demonstrate specialized knowledge.
E) expresses itself in more subjective language, with strong emotional burden."
"QUESTÃO 164) Uma pessoa ganhou uma pulseira formada por pérolas esféricas, na qual faltava uma das pérolas. A ﬁgura indica a posição em que estaria faltando esta pérola.
Ela levou a joia a um joalheiro que veriﬁcou que a medida do diâmetro dessas pérolas era 4 milímetros. Em seu estoque, as pérolas do mesmo tipo e formato, disponíveis para reposição, tinham diâmetros iguais a: 4,025 mm; 4,100 mm; 3,970 mm; 4,080 mm e 3,099 mm.
O joalheiro então colocou na pulseira a pérola cujo diâmetro era o mais próximo do diâmetro das pérolas originais.
A pérola colocada na pulseira pelo joalheiro tem diâmetro, em milímetro, igual a
A) 3,099.
B) 3,970.
C) 4,025.
D) 4,080.
E) 4,100.","Question 164) One person won a bracelet formed by spherical pearls, in which one of the pearls was missing. The figure indicates the position in which this pearl was missing.
She took the jewel to a jeweler who found that the diameter measurement of these pearls was 4 millimeters. In its stock, the pearls of the same type and shape, available for replacement, had diameters equal to: 4,025 mm; 4,100 mm; 3.970 mm; 4,080 mm and 3.099 mm.
The jeweler then placed the pearl the diameter whose diameter was the closest to the diameter of the original pearls.
The pearl placed in the bracelet by the jeweler is diameter, in millimeter, equal to
A) 3.099.
B) 3.970.
C) 4.025.
D) 4.080.
E) 4,100."
"QUESTÃO 31) A história do futebol é uma triste viagem do prazer ao dever. [...] O jogo se transformou em espetáculo, com poucos protagonistas e muitos espectadores, futebol para olhar, e o espetáculo se transformou num dos negócios mais lucrativos do mundo, que não é organizado para ser jogado, mas para impedir que se jogue. A tecnocracia do esporte profissional foi impondo um futebol de pura velocidade e muita força, que renuncia à alegria, atrofia a fantasia e proíbe a ousadia. Por sorte ainda aparece nos campos, [...] algum atrevido que sai do roteiro e comete o disparate de driblar o time adversário inteirinho, além do juiz e do público das arquibancadas, pelo puro prazer do corpo que se lança na proibida aventura da liberdade.
O texto indica que as mudanças nas práticas corporais, especificamente no futebol,
A) fomentaram uma tecnocracia, promovendo uma vivência mais lúdica e irreverente.
B) promoveram o surgimento de atletas mais habilidosos, para que fossem inovadores.
C) incentivaram a associação dessa manifestação à fruição, favorecendo o improviso.
D) tornaram a modalidade em um produto a ser consumido, negando sua dimensão criativa.
E) contribuíram para esse esporte ter mais jogadores, bem como acompanhado de torcedores.","Question 31) The history of football is a sad trip of pleasure to duty. [...] The game has become a show, with few protagonists and many viewers, football to look, and the show has become one of the most profitable business in the world, which is not organized to play, but to prevent it from playing . The technocracy of professional sport was imposing a football of pure speed and a lot of strength, which renounces joy, atrophy of fantasy and prohibits boldness. Luckily, it still appears in the fields, [...] some sassy who leaves the script and commits the nonsense of dribbling the whole opponent team, besides the judge and the public of the stands, for the pure pleasure of the body that is thrown into the forbidden adventure of freedom.
The text indicates that changes in body practices, specifically in football,
A) fostered a technocracy, promoting a more playful and irreverent experience.
B) promoted the emergence of more skilled athletes, so that they were innovative.
C) encouraged the association of this manifestation with enjoyment, favoring improvisation.
D) made the sport in a product to be consumed, denying its creative dimension.
E) contributed to this sport having more players, as well as accompanied by fans."
"Questão 126) A enorme quantidade de resíduos gerados pelo consumo crescente da sociedade traz para a humanidade uma preocupação socioambiental, em especial pela quantidade de lixo produzido. Além da reciclagem e do reúso, pode-se melhorar ainda mais a qualidade de vida, substituindo polímeros convencionais por polímeros biodegradáveis.
Esses polímeros têm grandes vantagens socioambientais em relação aos convencionais porque
A) não são tóxicos.
B) não precisam ser reciclados.
C) não causam poluição ambiental quando descartados.
D) são degradados em um tempo bastante menor que os convencionais.
E) apresentam propriedades mecânicas semelhantes aos convencionais.","Question 126) The huge amount of waste generated by the growing consumption of society brings to humanity a socio -environmental concern, especially by the amount of waste produced. In addition to recycling and reuse, quality of life can further improve conventional polymers with biodegradable polymers.
These polymers have great socio -environmental advantages in relation to conventional ones because
A) They are not toxic.
B) need not be recycled.
C) do not cause environmental pollution when discarded.
D) are degraded at a time much shorter than conventional ones.
E) have mechanical properties similar to conventional."
"QUESTÃO 10) Quebranto às vezes sou o policial que me suspeito me peço documentos e mesmo de posse deles me prendo e me dou porrada às vezes sou o porteiro não me deixando entrar em mim mesmo a não ser pela porta de serviço [...] às vezes faço questão de não me ver e entupido com a visão deles sinto-me a miséria concebida como um eterno começo fecho-me o cerco sendo o gesto que me nego a pinga que me bebo e me embebedo o dedo que me aponto e denuncio o ponto em que me entrego.
às vezes!...
CUTI. Negroesia. Belo Horizonte: Mazza, 2007 (fragmento).
Na literatura de temática negra produzida no Brasil, é recorrente a presença de elementos que traduzem experiências históricas de preconceito e violência. No poema, essa vivência revela que o eu lírico
A) incorpora seletivamente o discurso do seu opressor.
B) submete-se à discriminação como meio de fortalecimento.
C) engaja-se na denúncia do passado de opressão e injustiças.
D) sofre uma perda de identidade e de noção de pertencimento.
E) acredita esporadicamente na utopia de uma sociedade igualitária.","QUESTION 10) Break sometimes I am the policeman who suspects I ask for documents and even in possession of them I hold on and give me sometimes I am the doorman not letting myself enter myself except through the service door [...] Sometimes I make a point of not seeing and clogged with their view I feel the misery conceived as an eternal beginning I close my siege being the gesture that deny my drip that drinks me and soaked my finger that I point and denounce me the point where I give myself.
sometimes!...
Cuti. Black. Belo Horizonte: Mazza, 2007 (fragment).
In black -themed literature produced in Brazil, the presence of elements that translate historical experiences of prejudice and violence is recurrent. In the poem, this experience reveals that the lyrical self
A) Selectively incorporates the speech of your oppressor.
B) submits to discrimination as a means of strengthening.
C) It is engaged in the denunciation of the past of oppression and injustice.
D) suffers a loss of identity and notion of belonging.
E) believes sporadically in the utopia of an egalitarian society."
"QUESTÃO 52) A talidomida é um sedativo leve e foi muito utilizado no tratamento de náuseas, comuns no início da gravidez. Quando foi lançada, era considerada segura para o uso de grávidas, sendo administrada como uma mistura racêmica composta pelos seus dois enantiômeros (R e S). Entretanto, não se sabia, na época, que o enantiômero S leva à malformação congênita, afetando principalmente o desenvolvimento normal dos braços e pernas do bebê.
Essa malformação congênita ocorre porque esses enantiômeros
A) reagem entre si.
B) não podem ser separados.
C) não estão presentes em partes iguais.
D) interagem de maneira distinta com o organismo.
E) são estruturas com diferentes grupos funcionais.","QUESTION 52) Thalidomide is a light sedative and was widely used to treat nausea, common at the beginning of pregnancy. When it was launched, it was considered safe for the use of pregnant women, being administered as a rarece mixture composed by its two enantiomers (R and S). However, it was not known at the time that the enantiomer S leads to congenital malformation, mainly affecting the normal development of the baby's arms and legs.
This congenital malformation occurs because these enantiomers
A) react with each other.
B) cannot be separated.
C) are not present in equal parts.
D) interact differently with the body.
E) These are structures with different functional groups."
"QUESTÃO 91) Excavarán plaza ceremonial del frontis norte de huaca de la Luna Trujillo, feb. 25 (ANDINA). Tras limpiar los escombros del saqueo colonial y de las excavaciones de los últimos años en huaca de la Luna, este año se intervendrá la plaza ceremonial del frontis norte, en donde se ubica la gran fachada del sitio arqueológico ubicado en Trujillo, La Libertad, informaron hoy fuentes culturales. Después de varias semanas de trabajo, el material fue sacado del sitio arqueológico para poder apreciar mejor la extensión y forma del patio que, según las investigaciones, sirvió hace unos 1 500 como escenario de extraños rituales.
El codirector del Proyecto Arqueológico Huacas del Sol y la Luna, Ricardo Morales Gamarra, sostuvo que con la zona limpia de escombros, los visitantes conocerán la verdadera proporción de la imponente fachada, tal y como la conocieron los moches. Por su parte, el arqueólogo Santiago Uceda, también codirector del proyecto, dijo que las excavaciones se iniciarán este año para determinar qué otros elementos componían dicha área. “Hace poco nos sorprendió encontrar un altar semicircular escalonado. Era algo que no esperábamos. Por lo tanto, es difícil saber qué es lo que aún está escondido en la zona que exploraremos”, señaló Uceda a la Agencia Andina.
La huaca de la Luna se localiza en el distrito trujillano de Moche. Es una pirámide de adobe adornada, en sus murales, con impresionantes imágenes mitológicas, muchas de ellas en alto relieve.
O texto apresenta informações sobre um futuro trabalho de escavação de um sítio arqueológico peruano. Sua leitura permite inferir que
A) a pirâmide huaca de la Luna foi construída durante o período colonial peruano.
B) o sítio arqueológico contém um altar semicircular bastante deteriorado.
C) a pirâmide huaca de la Luna foi construída com cerâmica.
D) o sítio arqueológico possui um pátio que foi palco de rituais.
E) o sítio arqueológico mantém escombros deixados pela civilização moche.","Question 91) Excavarán Plaza Ceremonial del Frontis North of Huaca de la luna Trujillo, FEB. 25 (Andean). Back cleaning Los Runos Del kettle colonial y of Los Excavaciones of Last Losa en huaca de la luna, this año interves la Plaza ceremonial del Frontis Norte, in where ubica la Gran facada del be archaeological ubillo, La Libertad, Infitaron Hoy Fuente Cultules. Después of several weeks of work, the material fuea drawee del archaeological site to be able to appreciate mejor la Extensión y form del patio that, segun las investigation, sirvió hace unos 1 500 as emphasis of extractions rituals.
El Codirector del Proyect Archaeological Huacas del Sol and La Luna, Ricardo Morales Gamarra, Sostvo that with the Zona Clean of Run, Los Visitors Concertion Truth. As a part, El Archaeologist Santiago Uceda, También Codirector del Proyecto, I say that Las Excavaciones will begin this año to determine what other elements componían dicha area area. “Hace Poco nos Sorprendió find a semicircular altar staggered. It was something that we did not expect. For so much, it is difficult to know that he is so hidden in the zone that we will explore ”, Señaló uceda a la Agencia Andina.
La Huaca de la Luna is located in the Trujillano District of Moche. It is a pyromid of adorned adobe, in sus murales, with impressive mythological imagenes, muchas of them in Alto Relieve.
The text presents information about a future excavation work of a Peruvian archaeological site. Your reading allows you to infer that
A) The Huaca de la luna pyramid was built during the Peruvian colonial period.
B) The archaeological site contains a very deteriorated semicircular altar.
C) The Huaca de la luna pyramid was built with ceramic.
D) The archaeological site has a courtyard that was the scene of rituals.
E) The archaeological site maintains rubble left by the moche civilization."
"QUESTÃO 20) Embora o Brasil seja signatário de convenções e tratados internacionais contra a tortura e tenha incorporado em seu ordenamento jurídico uma lei tipificando o crime, ele continua a ocorrer em larga escala. Mesmo que a lei que tipifica a tortura esteja vigente desde 1997, até o ano 2000 não se conhece nenhum caso de condenação de torturadores julgado em última instância, embora tenham sido registrados nesse período centenas de casos, além de numerosos outros presumíveis, mas não registrados.
O texto destaca a questão da tortura no país, apontando que
A) a justiça brasileira, por meio de tratados e leis, tem conseguido inibir e, inclusive, extinguir a prática da tortura.
B) a existência da lei não basta como garantia de justiça para as vítimas e testemunhas dos casos de tortura.
C) as denúncias anônimas dificultam a ação da justiça, impedindo que torturadores sejam reconhecidos e identificados pelo crime cometido.
D) a falta de registro da tortura por parte das autoridades policiais, em razão do desconhecimento da tortura como crime, legitima a impunidade.
E) a justiça tem esbarrado na precária existência de jurisprudência a respeito da tortura, o que a impede de atuar nesses casos.","Question 20) Although Brazil is a signatory to international conventions and treaties against torture and has incorporated into its legal system a law typifying the crime, it continues to occur largely. Even though the law that typifies torture has been in force since 1997, until 2000 there is no case of condemnation of torturers ultimately judged, although there were hundreds of cases, as well as numerous other presumed but not registered. .
The text highlights the issue of torture in the country, pointing out that
A) Brazilian justice, through treaties and laws, has been able to inhibit and even extinguish the practice of torture.
B) The existence of the law is not enough as a guarantee of justice for the victims and witnesses of the cases of torture.
C) Anonymous complaints make it difficult for justice to be action, preventing torturers from being recognized and identified for the crime committed.
D) the lack of registration of torture by the police authorities, due to the lack of knowledge of torture as a crime, legitimizes impunity.
E) Justice has bumped into the precarious existence of jurisprudence about torture, which prevents it from acting in these cases."
"QUESTÃO 149) Cinco marcas de pão integral apresentam as seguintes concentrações de ﬁbras (massa de ﬁbra por massa de pão): • Marca A: 2 g de ﬁbras a cada 50 g de pão; • Marca B: 5 g de ﬁbras a cada 40 g de pão; • Marca C: 5 g de ﬁbras a cada 100 g de pão; • Marca D: 6 g de ﬁbras a cada 90 g de pão; • Marca E: 7 g de ﬁbras a cada 70 g de pão.
Recomenda-se a ingestão do pão que possui a maior concentração de ﬁbras.
A marca a ser escolhida é
A) A.
B) B.
C) C.
D) D.
E) E.","Question 149) Five brown bread brands have the following fifth concentrations (mass define by bread dough): • Brand A: 2 g defines every 50 g of bread; • Brand B: 5 g of ﬁ nal every 40 g of bread; • Brand C: 5 g of ﬁ nal every 100 g of bread; • Brand D: 6 g of ﬁ nal every 90 g of bread; • Brand E: 7 g of ﬁ nal every 70 g of bread.
It is recommended to ingest the bread that has the highest concentration of figures.
The brand to be chosen is
A) A.
B) B.
C) C.
D) D.
AND IS."
"Questão 118) Na piscicultura, costumam-se usar larvas de Artemia (crustáceo) para alimentar larvas de peixes. Ovos de Artemia são colocados em garrafas com água salgada e, sob condições ótimas de temperatura, luz e oxigênio, eles eclodem, liberando suas larvas, também conhecidas como náuplios. Para recolher os náuplios, coloca-se uma lâmpada branca fluorescente na boca da garrafa e estes começam a subir em direção ao gargalo.
Esse comportamento das artêmias é chamado de
A) geotropismo positivo.
B) fototropismo positivo.
C) hidrotropismo negativo.
D) termotropismo negativo.
E) quimiotropismo negativo.","Question 118) In fish farming, artemia (crustacean) larvae is usually used to feed fish larvae. Artemia eggs are placed in bottles with salt water and, under optimal conditions of temperature, light and oxygen, they outlined, releasing their larvae, also known as cassa. To collect the nauplios, a fluorescent white lamp is placed in the mouth of the bottle and they begin to climb toward the neck.
This behavior of artemias is called
A) Positive geotropism.
B) Positive phototropism.
C) negative hydrotropism.
D) negative thermotropism.
E) negative chemotropism."
"QUESTÃO 11) Ora, sempre que surge uma nova técnica, ela quer demonstrar que revogará as regras e coerções que presidiram o nascimento de todas as outras invenções do passado. Ela se pretende orgulhosa e única. Como se a nova técnica carreasse com ela, automaticamente, para seus novos usuários, uma propensão natural a fazer economia de qualquer aprendizagem. Como se ela se preparasse para varrer tudo que a precedeu, ao mesmo tempo transformando em analfabetos todos os que ousassem repeli-la.
Fui testemunha dessa mudança ao longo de toda a minha vida. Ao passo que, na realidade, é o contrário que acontece. Cada nova técnica exige uma longa iniciação numa nova linguagem, ainda mais longa na medida em que nosso espírito é formatado pela utilização das linguagens que precederam o nascimento da recém-chegada.
ECO, U.; CARRIÈRE, J.-C. Não contem com o fim do livro. O texto revela que, quando a sociedade promove o desenvolvimento de uma nova técnica, o que mais impacta seus usuários é a
A) dificuldade na apropriação da nova linguagem.
B) valorização da utilização da nova tecnologia.
C) recorrência das mudanças tecnológicas.
D) suplantação imediata dos conhecimentos prévios.
E) rapidez no aprendizado do manuseio das novas invenções.","Question 11) Now, whenever a new technique arises, it wants to demonstrate that it will revoke the rules and coercions that have presided over the birth of all other inventions of the past. It is proud and unique. As if the new technique automatically carried it with it for its new users, a natural propensity to save any learning. As if she prepared to sweep everything that preceded her, at the same time transforming illiterate everyone who dare to repel her.
I was witness to this change throughout my life. Whereas, in reality, it is the opposite that happens. Each new technique requires a long initiation in a new language, even longer as our spirit is formatted by the use of languages ​​that preceded the birth of the newcomer.
ECO, U.; CARRIère, J.-C. Do not count on the end of the book. The text reveals that when society promotes the development of a new technique, what most impacts its users is the
A) Difficulty in appropriation of the new language.
B) appreciation of the use of the new technology.
C) recurrence of technological changes.
D) immediate supply of previous knowledge.
E) speed in learning the handling of new inventions."
